Date,Municipal,Cases
april-16-2020,fort lee,265
april-16-2020,franklin lakes,109
april-16-2020,garfield,434
april-16-2020,glen rock,70
april-16-2020,hackensack,784
april-16-2020,harrington park,24
april-16-2020,hasbrouck heights,126
april-16-2020,haworth,23
april-16-2020,hillsdale,80
april-16-2020,ho-ho-kus,25
april-16-2020,leonia,76
april-16-2020,little ferry,118
april-16-2020,lodi,390
april-16-2020,lyndhurst,237
april-16-2020,mahwah,166
april-16-2020,maywood,102
april-16-2020,midland park,55
april-16-2020,montvale,55
april-16-2020,moonachie,42
april-16-2020,new milford,274
april-16-2020,north arlington,151
april-16-2020,northvale,38
april-16-2020,norwood,42
april-16-2020,oakland,141
april-16-2020,old tappan,44
april-16-2020,oradell,101
april-16-2020,palisades park,146
april-16-2020,paramus,514
april-16-2020,park ridge,81
april-16-2020,ramsey,86
april-16-2020,ridgefield,131
april-16-2020,ridgefield park,164
april-16-2020,ridgewood,194
april-16-2020,river edge,101
april-16-2020,river vale,59
april-16-2020,rochelle park,81
april-16-2020,rockleigh,56
april-16-2020,rutherford,122
april-16-2020,saddle brook,183
april-16-2020,saddle river,38
april-16-2020,south hackensack,35
april-16-2020,teaneck,757
april-16-2020,tenafly,104
april-16-2020,teterboro,3
april-16-2020,upper saddle river,47
april-16-2020,waldwick,84
april-16-2020,wallington,87
april-16-2020,washington township,26
april-16-2020,westwood,123
april-16-2020,woodcliff lake,63
april-16-2020,wood-ridge,91
april-16-2020,wyckoff,183
april-16-2020,beverly,4
april-16-2020,bordentown,13
april-16-2020,bordentown township,33
april-16-2020,burlington,27
april-16-2020,burlington township,119
april-16-2020,chesterfield township,15
april-16-2020,cinnaminson township,27
april-16-2020,delanco township,13
april-16-2020,delran township,37
april-16-2020,eastampton township,25
april-16-2020,edgewater park,25
april-16-2020,evesham township,107
april-16-2020,florence township,27
april-16-2020,hainesport township,15
april-16-2020,lumberton township,28
april-16-2020,mansfield township,32
april-16-2020,maple shade township,36
april-16-2020,medford,44
april-16-2020,medford lakes,5
april-16-2020,moorestown,61
april-16-2020,mount holly,29
april-16-2020,mount laurel,87
april-16-2020,new hanover township,4
april-16-2020,north hanover township,8
april-16-2020,palmyra,8
april-16-2020,pemberton township,79
april-16-2020,riverside township,16
april-16-2020,riverton,6
april-16-2020,shamong township,6
april-16-2020,southampton township,19
april-16-2020,springfield township,151
april-16-2020,tabernacle township,12
april-16-2020,westampton township,41
april-16-2020,willingboro township,223
april-16-2020,woodland township,13
april-16-2020,wrightstown,3
april-16-2020,audubon,15
april-16-2020,barrington,13
april-16-2020,bellmawr,23
april-16-2020,berlin,17
april-16-2020,berlin township,1
april-16-2020,brooklawn,3
april-16-2020,camden,306
april-16-2020,cherry hill,254
april-16-2020,chesilhurst,5
april-16-2020,clementon,14
april-16-2020,collingswood,23
april-16-2020,gibbsboro,4
april-16-2020,gloucester township,173
april-16-2020,haddonfield,23
april-16-2020,haddon heights,8
april-16-2020,haddon township,25
april-16-2020,hi-nella,2
april-16-2020,laurel springs,6
april-16-2020,lawnside,11
april-16-2020,lindenwold,73
april-16-2020,magnolia,9
april-16-2020,merchantville,13
april-16-2020,mount ephraim,3
april-16-2020,oaklyn,7
april-16-2020,pennsauken township,161
april-16-2020,pine hill,29
april-16-2020,runnemede,21
april-16-2020,somerdale,16
april-16-2020,stratford,11
april-16-2020,voorhees township,117
april-16-2020,waterford township,13
april-16-2020,winslow township,123
april-16-2020,woodlynne,22
april-16-2020,avalon,6
april-16-2020,cape may,3
april-16-2020,dennis township,8
april-16-2020,lower township,70
april-16-2020,middle township,40
april-16-2020,north wildwood,4
april-16-2020,ocean township,23
april-16-2020,sea isle city,2
april-16-2020,upper township,14
april-16-2020,west cape may,2
april-16-2020,west wildwood,1
april-16-2020,wildwood,13
april-16-2020,wildwood crest,8
april-16-2020,woodbine,2
april-16-2020,bridgeton,42
april-16-2020,commercial township,4
april-16-2020,deerfield township,3
april-16-2020,fairfield township,72
april-16-2020,hopewell,3
april-16-2020,lawrence township,78
april-16-2020,maurice river township,10
april-16-2020,millville,31
april-16-2020,vineland,103
april-16-2020,upper deerfield township,11
april-16-2020,belleville,574
april-16-2020,bloomfield,559
april-16-2020,caldwell,72
april-16-2020,cedar grove,168
april-16-2020,east orange,900
april-16-2020,essex fells,17
april-16-2020,glen ridge,28
april-16-2020,irvington,741
april-16-2020,livingston,320
april-16-2020,maplewood,161
april-16-2020,millburn,96
april-16-2020,montclair,287
april-16-2020,newark,3412
april-16-2020,north caldwell,31
april-16-2020,nutley,301
april-16-2020,city of orange,474
april-16-2020,roseland,50
april-16-2020,south orange village,64
april-16-2020,verona,79
april-16-2020,west caldwell,115
april-16-2020,west orange,603
april-16-2020,clayton,16
april-16-2020,deptford township,81
april-16-2020,east greenwich township,27
april-16-2020,elk township,11
april-16-2020,franklin,8
april-16-2020,glassboro,35
april-16-2020,greenwich township,32
april-16-2020,harrison,174
april-16-2020,logan township,12
april-16-2020,mantua township,28
april-16-2020,monroe township,309
april-16-2020,national park,5
april-16-2020,paulsboro,14
april-16-2020,pitman,14
april-16-2020,south harrison township,10
april-16-2020,swedesboro,5
april-16-2020,wenonah,4
april-16-2020,west deptford township,42
april-16-2020,westville,8
april-16-2020,woodbury,16
april-16-2020,woodbury heights,9
april-16-2020,woolwich township,39
april-16-2020,bayonne,460
april-16-2020,east newark,24
april-16-2020,guttenberg,128
april-16-2020,hoboken,346
april-16-2020,jersey city,2817
april-16-2020,kearny,478
april-16-2020,north bergen,1273
april-16-2020,secaucus,264
april-16-2020,union township,1032
april-16-2020,weehawken,176
april-16-2020,west new york,492
april-16-2020,alexandria township,5
april-16-2020,bethlehem township,12
april-16-2020,bloomsbury,1
april-16-2020,califon,1
april-16-2020,clinton township,18
april-16-2020,delaware township,9
april-16-2020,east amwell township,9
april-16-2020,flemington,13
april-16-2020,frenchtown,4
april-16-2020,glen gardner,4
april-16-2020,hampton,12
april-16-2020,high bridge,11
april-16-2020,holland township,15
april-16-2020,kingwood township,7
april-16-2020,lambertville,13
april-16-2020,lebanon,7
april-16-2020,lebanon township,11
april-16-2020,milford,2
april-16-2020,raritan township,57
april-16-2020,readington township,36
april-16-2020,tewksbury township,10
april-16-2020,west amwell township,5
april-16-2020,east windsor township,258
april-16-2020,ewing township,191
april-16-2020,hightstown,53
april-16-2020,hopewell township,44
april-16-2020,pennington,4
april-16-2020,princeton,58
april-16-2020,robbinsville township,46
april-16-2020,trenton,447
april-16-2020,west windsor township,88
april-16-2020,carteret,313
april-16-2020,cranbury,22
april-16-2020,dunellen,62
april-16-2020,east brunswick,283
april-16-2020,edison,593
april-16-2020,helmetta,18
april-16-2020,highland park,77
april-16-2020,jamesburg,29
april-16-2020,metuchen,45
april-16-2020,middlesex,89
april-16-2020,milltown,28
april-16-2020,new brunswick,493
april-16-2020,north brunswick,314
april-16-2020,old bridge township,456
april-16-2020,perth amboy,825
april-16-2020,piscataway,399
april-16-2020,plainsboro township,78
april-16-2020,sayreville,316
april-16-2020,south amboy,66
april-16-2020,south brunswick,182
