Municipal,County,Cases,Date
bridgeton,cumberland county,15,april-9-2020
commercial township,cumberland county,3,april-9-2020
deerfield township,cumberland county,1,april-9-2020
fairfield township,cumberland county,2,april-9-2020
hopewell township,cumberland county,2,april-9-2020
lawrence township,cumberland county,3,april-9-2020
maurice river township,cumberland county,4,april-9-2020
millville,cumberland county,12,april-9-2020
vineland,cumberland county,46,april-9-2020
upper deerfield township,cumberland county,4,april-9-2020
belleville,essex county,383,april-9-2020
bloomfield,essex county,360,april-9-2020
caldwell,essex county,51,april-9-2020
cedar grove,essex county,109,april-9-2020
east orange,essex county,604,april-9-2020
essex fells,essex county,14,april-9-2020
fairfield township,essex county,51,april-9-2020
glen ridge,essex county,26,april-9-2020
irvington,essex county,503,april-9-2020
livingston,essex county,231,april-9-2020
maplewood,essex county,113,april-9-2020
millburn,essex county,82,april-9-2020
montclair,essex county,208,april-9-2020
newark,essex county,2093,april-9-2020
north caldwell,essex county,28,april-9-2020
nutley,essex county,233,april-9-2020
city of orange,essex county,317,april-9-2020
roseland,essex county,40,april-9-2020
south orange village,essex county,51,april-9-2020
