Municipal,County,Cases,Date
southampton township,burlington county,52,may-20-2020
springfield township,burlington county,14,may-20-2020
tabernacle township,burlington county,21,may-20-2020
westampton township,burlington county,88,may-20-2020
willingboro township,burlington county,536,may-20-2020
woodland township,burlington county,239,may-20-2020
wrightstown,burlington county,7,may-20-2020
audubon,camden county,43,may-20-2020
audubon park,camden county,5,may-20-2020
barrington,camden county,34,may-20-2020
bellmawr,camden county,98,may-20-2020
berlin,camden county,44,may-20-2020
berlin township,camden county,24,may-20-2020
brooklawn,camden county,20,may-20-2020
camden,camden county,1710,may-20-2020
cherry hill,camden county,786,may-20-2020
chesilhurst,camden county,24,may-20-2020
clementon,camden county,53,may-20-2020
collingswood,camden county,63,may-20-2020
gibbsboro,camden county,6,may-20-2020
gloucester city,camden county,79,may-20-2020
gloucester township,camden county,491,may-20-2020
haddonfield,camden county,43,may-20-2020
haddon heights,camden county,22,may-20-2020
haddon township,camden county,74,may-20-2020
hi-nella,camden county,3,may-20-2020
laurel springs,camden county,16,may-20-2020
lawnside,camden county,30,may-20-2020
lindenwold,camden county,339,may-20-2020
magnolia,camden county,18,may-20-2020
merchantville,camden county,37,may-20-2020
mount ephraim,camden county,18,may-20-2020
oaklyn,camden county,24,may-20-2020
pennsauken township,camden county,519,may-20-2020
pine hill,camden county,87,may-20-2020
runnemede,camden county,61,may-20-2020
somerdale,camden county,44,may-20-2020
stratford,camden county,44,may-20-2020
voorhees township,camden county,417,may-20-2020
waterford township,camden county,48,may-20-2020
winslow township,camden county,421,may-20-2020
woodlynne,camden county,67,may-20-2020
avalon,cape may county,7,may-20-2020
cape may,cape may county,4,may-20-2020
dennis township,cape may county,48,may-20-2020
lower township,cape may county,176,may-20-2020
middle township,cape may county,83,may-20-2020
north wildwood,cape may county,11,may-20-2020
ocean city,cape may county,33,may-20-2020
sea isle city,cape may county,2,may-20-2020
stone harbor,cape may county,1,may-20-2020
upper township,cape may county,56,may-20-2020
west cape may,cape may county,3,may-20-2020
west wildwood,cape may county,4,may-20-2020
wildwood,cape may county,30,may-20-2020
wildwood crest,cape may county,11,may-20-2020
woodbine,cape may county,52,may-20-2020
bridgeton,cumberland county,473,may-20-2020
millville,cumberland county,288,may-20-2020
deerfield township,cumberland county,25,may-20-2020
commercial township,cumberland county,19,may-20-2020
fairfield township,cumberland county,48,may-20-2020
hopewell township,cumberland county,45,may-20-2020
lawrence township,cumberland county,31,may-20-2020
maurice river township,cumberland county,14,may-20-2020
upper deerfield township,cumberland county,59,may-20-2020
downe township,cumberland county,4,may-20-2020
greenwich township,cumberland county,3,may-20-2020
stow creek township,cumberland county,5,may-20-2020
vineland,cumberland county,626,may-20-2020
other,cumberland county,1,may-20-2020
belleville,essex county,939,may-20-2020
bloomfield,essex county,1021,may-20-2020
caldwell,essex county,98,may-20-2020
cedar grove,essex county,391,may-20-2020
east orange,essex county,1785,may-20-2020
essex fells,essex county,19,may-20-2020
fairfield township,essex county,127,may-20-2020
glen ridge,essex county,35,may-20-2020
irvington,essex county,1270,may-20-2020
livingston,essex county,459,may-20-2020
maplewood,essex county,274,may-20-2020
millburn,essex county,138,may-20-2020
montclair,essex county,391,may-20-2020
newark,essex county,6787,may-20-2020
north caldwell,essex county,39,may-20-2020
nutley,essex county,459,may-20-2020
city of orange,essex county,884,may-20-2020
roseland,essex county,82,may-20-2020
south orange village,essex county,93,may-20-2020
verona,essex county,114,may-20-2020
west caldwell,essex county,198,may-20-2020
west orange,essex county,1144,may-20-2020
clayton,gloucester county,55,may-20-2020
deptford township,gloucester county,456,may-20-2020
east greenwich township,gloucester county,45,may-20-2020
elk township,gloucester county,29,may-20-2020
franklin township,gloucester county,67,may-20-2020
glassboro,gloucester county,101,may-20-2020
greenwich township,gloucester county,20,may-20-2020
harrison township,gloucester county,47,may-20-2020
logan township,gloucester county,31,may-20-2020
mantua township,gloucester county,72,may-20-2020
monroe township,gloucester county,220,may-20-2020
national park,gloucester county,13,may-20-2020
newfield,gloucester county,3,may-20-2020
paulsboro,gloucester county,46,may-20-2020
pitman,gloucester county,33,may-20-2020
south harrison township,gloucester county,77,may-20-2020
swedesboro,gloucester county,32,may-20-2020
washington township,gloucester county,257,may-20-2020
wenonah,gloucester county,12,may-20-2020
west deptford township,gloucester county,118,may-20-2020
westville,gloucester county,32,may-20-2020
woodbury,gloucester county,76,may-20-2020
woodbury heights,gloucester county,15,may-20-2020
woolwich township,gloucester county,76,may-20-2020
bayonne,hudson county,986,may-20-2020
east newark,hudson county,71,may-20-2020
guttenberg,hudson county,201,may-20-2020
harrison,hudson county,378,may-20-2020
hoboken,hudson county,545,may-20-2020
jersey city,hudson county,6777,may-20-2020
kearny,hudson county,1161,may-20-2020
north bergen,hudson county,2472,may-20-2020
secaucus,hudson county,531,may-20-2020
union city,hudson county,3249,may-20-2020
weehawken,hudson county,306,may-20-2020
west new york,hudson county,1995,may-20-2020
alexandria township,hunterdon county,10,may-20-2020
bethlehem township,hunterdon county,18,may-20-2020
bloomsbury,hunterdon county,5,may-20-2020
califon,hunterdon county,4,may-20-2020
clinton,hunterdon county,25,may-20-2020
clinton township,hunterdon county,130,may-20-2020
delaware township,hunterdon county,17,may-20-2020
east amwell township,hunterdon county,15,may-20-2020
flemington,hunterdon county,61,may-20-2020
franklin township,hunterdon county,13,may-20-2020
frenchtown,hunterdon county,6,may-20-2020
glen gardner,hunterdon county,5,may-20-2020
hampton,hunterdon county,8,may-20-2020
high bridge,hunterdon county,19,may-20-2020
holland township,hunterdon county,21,may-20-2020
kingwood township,hunterdon county,15,may-20-2020
lambertville,hunterdon county,21,may-20-2020
lebanon,hunterdon county,14,may-20-2020
lebanon township,hunterdon county,14,may-20-2020
milford,hunterdon county,5,may-20-2020
raritan township,hunterdon county,147,may-20-2020
readington township,hunterdon county,64,may-20-2020
stockton,hunterdon county,0,may-20-2020
tewksbury township,hunterdon county,19,may-20-2020
union township,hunterdon county,181,may-20-2020
west amwell township,hunterdon county,18,may-20-2020
east windsor township,mercer county,506,may-20-2020
ewing township,mercer county,525,may-20-2020
hamilton township,mercer county,1286,may-20-2020
hightstown,mercer county,127,may-20-2020
hopewell,mercer county,5,may-20-2020
hopewell township,mercer county,94,may-20-2020
lawrence township,mercer county,298,may-20-2020
pennington,mercer county,11,may-20-2020
princeton,mercer county,150,may-20-2020
robbinsville township,mercer county,83,may-20-2020
trenton,mercer county,2296,may-20-2020
west windsor township,mercer county,165,may-20-2020
carteret,middlesex county,610,may-20-2020
cranbury,middlesex county,43,may-20-2020
dunellen,middlesex county,183,may-20-2020
east brunswick,middlesex county,615,may-20-2020
edison,middlesex county,1673,may-20-2020
helmetta,middlesex county,36,may-20-2020
highland park,middlesex county,141,may-20-2020
jamesburg,middlesex county,116,may-20-2020
metuchen,middlesex county,119,may-20-2020
middlesex,middlesex county,218,may-20-2020
milltown,middlesex county,73,may-20-2020
monroe township,middlesex county,678,may-20-2020
new brunswick,middlesex county,1575,may-20-2020
north brunswick,middlesex county,848,may-20-2020
old bridge township,middlesex county,997,may-20-2020
perth amboy,middlesex county,2070,may-20-2020
piscataway,middlesex county,794,may-20-2020
plainsboro township,middlesex county,150,may-20-2020
sayreville,middlesex county,666,may-20-2020
south amboy,middlesex county,168,may-20-2020
south brunswick,middlesex county,448,may-20-2020
south plainfield,middlesex county,483,may-20-2020
south river,middlesex county,275,may-20-2020
spotswood,middlesex county,92,may-20-2020
woodbridge township,middlesex county,1799,may-20-2020
aberdeen township,monmouth county,225,may-20-2020
allenhurst,monmouth county,5,may-20-2020
allentown,monmouth county,7,may-20-2020
asbury park,monmouth county,195,may-20-2020
atlantic highlands,monmouth county,31,may-20-2020
avon-by-the-sea,monmouth county,13,may-20-2020
belmar,monmouth county,32,may-20-2020
bradley beach,monmouth county,42,may-20-2020
brielle,monmouth county,27,may-20-2020
colts neck township,monmouth county,74,may-20-2020
deal,monmouth county,24,may-20-2020
eatontown,monmouth county,261,may-20-2020
englishtown,monmouth county,39,may-20-2020
fair haven,monmouth county,24,may-20-2020
farmingdale,monmouth county,12,may-20-2020
freehold borough,monmouth county,368,may-20-2020
freehold township,monmouth county,612,may-20-2020
hazlet,monmouth county,272,may-20-2020
highlands,monmouth county,27,may-20-2020
holmdel township,monmouth county,231,may-20-2020
howell township,monmouth county,588,may-20-2020
interlaken,monmouth county,4,may-20-2020
keansburg,monmouth county,164,may-20-2020
keyport,monmouth county,89,may-20-2020
lake como,monmouth county,15,may-20-2020
little silver,monmouth county,34,may-20-2020
loch arbour,monmouth county,1,may-20-2020
long branch,monmouth county,472,may-20-2020
manalapan township,monmouth county,442,may-20-2020
manasquan,monmouth county,30,may-20-2020
marlboro township,monmouth county,432,may-20-2020
matawan,monmouth county,173,may-20-2020
middletown township,monmouth county,619,may-20-2020
millstone township,monmouth county,82,may-20-2020
monmouth beach,monmouth county,19,may-20-2020
neptune city,monmouth county,54,may-20-2020
neptune township,monmouth county,449,may-20-2020
ocean township,monmouth county,287,may-20-2020
oceanport,monmouth county,59,may-20-2020
red bank,monmouth county,183,may-20-2020
roosevelt,monmouth county,6,may-20-2020
rumson,monmouth county,33,may-20-2020
sea bright,monmouth county,10,may-20-2020
sea girt,monmouth county,14,may-20-2020
shrewsbury,monmouth county,50,may-20-2020
shrewsbury township,monmouth county,9,may-20-2020
spring lake,monmouth county,12,may-20-2020
spring lake heights,monmouth county,20,may-20-2020
tinton falls,monmouth county,185,may-20-2020
union beach,monmouth county,41,may-20-2020
upper freehold township,monmouth county,51,may-20-2020
wall township,monmouth county,320,may-20-2020
west long branch,monmouth county,59,may-20-2020
boonton,morris county,101,may-20-2020
boonton township,morris county,76,may-20-2020
butler,morris county,85,may-20-2020
chatham borough,morris county,54,may-20-2020
chatham township,morris county,116,may-20-2020
chester borough,morris county,7,may-20-2020
chester township,morris county,42,may-20-2020
denville township,morris county,146,may-20-2020
dover,morris county,642,may-20-2020
east hanover township,morris county,130,may-20-2020
florham park,morris county,119,may-20-2020
hanover township,morris county,175,may-20-2020
harding township,morris county,24,may-20-2020
jefferson township,morris county,208,may-20-2020
kinnelon,morris county,69,may-20-2020
lincoln park,morris county,314,may-20-2020
long hill township,morris county,44,may-20-2020
madison,morris county,131,may-20-2020
mendham borough,morris county,66,may-20-2020
mendham township,morris county,38,may-20-2020
mine hill township,morris county,58,may-20-2020
montville,morris county,215,may-20-2020
morris plains,morris county,55,may-20-2020
morris township,morris county,272,may-20-2020
morristown,morris county,499,may-20-2020
mount arlington,morris county,44,may-20-2020
mount olive township,morris county,240,may-20-2020
mountain lakes,morris county,19,may-20-2020
netcong,morris county,29,may-20-2020
parsippany-troy hills,morris county,708,may-20-2020
pequannock township,morris county,194,may-20-2020
randolph,morris county,255,may-20-2020
riverdale,morris county,37,may-20-2020
rockaway,morris county,95,may-20-2020
rockaway township,morris county,238,may-20-2020
roxbury township,morris county,239,may-20-2020
victory gardens,morris county,33,may-20-2020
washington township,morris county,110,may-20-2020
wharton,morris county,150,may-20-2020
barnegat township,ocean county,220,may-20-2020
barnegat light,ocean county,2,may-20-2020
bay head,ocean county,6,may-20-2020
beach haven,ocean county,7,may-20-2020
beachwood,ocean county,107,may-20-2020
berkeley township,ocean county,552,may-20-2020
brick township,ocean county,1012,may-20-2020
eagleswood township,ocean county,10,may-20-2020
island heights,ocean county,13,may-20-2020
